journal_id,journal_name,journal_name_normalized,title_variants,publisher,wos_core,is_wos_core,is_scopus,norwegian_level,norwegian_level_numeric,alphabet_block,include_in_monitor,openalex_source_id,issn_l,issn_print,issn_online,source_resolution_status,source_confidence,openalex_source_search_hint,notes,verification_source_urls
palliative-and-supportive-care,Palliative and Supportive Care,palliative and supportive care,Palliative and Supportive Care,Cambridge University Press,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Palliative%20and%20Supportive%20Care&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
palliative-care-and-social-practice,Palliative Care and Social Practice,palliative care and social practice,Palliative Care and Social Practice,SAGE,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Palliative%20Care%20and%20Social%20Practice&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
palliative-medicine,Palliative Medicine,palliative medicine,Palliative Medicine,SAGE,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Palliative%20Medicine&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
palliative-medicine-reports,Palliative Medicine Reports,palliative medicine reports,Palliative Medicine Reports,SAGE,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Palliative%20Medicine%20Reports&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
patient-experience-journal,Patient Experience Journal,patient experience journal,Patient Experience Journal,The Beryl Institute,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Patient%20Experience%20Journal&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
pediatric-nursing,Pediatric Nursing,pediatric nursing,Pediatric Nursing,Anthony J. Jannetti,,false,false,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Pediatric%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
pediomaternal-nursing-journal,Pediomaternal Nursing Journal,pediomaternal nursing journal,Pediomaternal Nursing Journal,Airlangga University,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Pediomaternal%20Nursing%20Journal&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
perioperative-care-and-operating-room-management,Perioperative Care and Operating Room Management,perioperative care and operating room management,Perioperative Care and Operating Room Management,Elsevier,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Perioperative%20Care%20and%20Operating%20Room%20Management&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
perspectives-in-psychiatric-care,Perspectives in Psychiatric Care,perspectives in psychiatric care,Perspectives in Psychiatric Care,Wiley,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Perspectives%20in%20Psychiatric%20Care&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
pflege,Pflege,pflege,Pflege,Hogrefe,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Pflege&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
philippine-journal-of-nursing,Philippine Journal of Nursing,philippine journal of nursing,Philippine Journal of Nursing,Philippine Nurses Association,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Philippine%20Journal%20of%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
pielegniarstwo-xxi-wieku,Pielegniarstwo XXI Wieku,pielegniarstwo xxi wieku,Pielegniarstwo XXI Wieku,Medical University of Lublin,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Pielegniarstwo%20XXI%20Wieku&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
plastic-and-aesthetic-nursing,Plastic and Aesthetic Nursing,plastic and aesthetic nursing,Plastic and Aesthetic Nursing,Wolters Kluwer,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Plastic%20and%20Aesthetic%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
policy-politics-and-nursing-practice,"Policy, Politics, & Nursing Practice",policy politics and nursing practice,"Policy, Politics, & Nursing Practice | Policy | Politics, & Nursing Practice | Politics | & Nursing Practice",SAGE,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Policy%2C%20Politics%2C%20%26%20Nursing%20Practice&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
practising-midwife,Practising Midwife,practising midwife,Practising Midwife,All4Holdings,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Practising%20Midwife&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
primary-health-care-research-and-development,Primary Health Care Research and Development,primary health care research and development,Primary Health Care Research and Development,Cambridge University Press,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Primary%20Health%20Care%20Research%20and%20Development&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
professional-case-management,Professional Case Management,professional case management,Professional Case Management,"Wolters Kluwer, Lippincott Williams & Wilkins",ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Professional%20Case%20Management&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
progress-in-palliative-care,Progress in Palliative Care,progress in palliative care,Progress in Palliative Care,Taylor & Francis,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Progress%20in%20Palliative%20Care&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
public-health-nursing,Public Health Nursing,public health nursing,Public Health Nursing,Wiley,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Public%20Health%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
quality-advancement-in-nursing-education,Quality Advancement in Nursing Education,quality advancement in nursing education,Quality Advancement in Nursing Education | Avancées en formation infirmière,Canadian Association of Schools of Nursing,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Quality%20Advancement%20in%20Nursing%20Education&filter=type:journal&per-page=5,"Deduplicated with A-C alias Avancées en formation infirmière. Norska listan conflicted across generated blocks: A-C alias row had Nivå 1, Q-T canonical row had Nej. Recheck before bibliometric use.",https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
quality-in-ageing-and-older-adults,Quality in Ageing and Older Adults,quality in ageing and older adults,Quality in Ageing and Older Adults,Emerald Publishing,,false,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Quality%20in%20Ageing%20and%20Older%20Adults&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
quality-management-in-health-care,Quality Management in Health Care,quality management in health care,Quality Management in Health Care,"Wolters Kluwer, Lippincott Williams & Wilkins",SCIE; SSCI,true,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Quality%20Management%20in%20Health%20Care&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
recherche-en-soins-infirmiers,Recherche en Soins Infirmiers,recherche en soins infirmiers,Recherche en Soins Infirmiers,Association de Recherche en Soins Infirmiers,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Recherche%20en%20Soins%20Infirmiers&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
rehabilitation-nursing,Rehabilitation Nursing,rehabilitation nursing,Rehabilitation Nursing,"Wolters Kluwer, Lippincott Williams & Wilkins",SCIE; SSCI,true,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Rehabilitation%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
research-and-theory-for-nursing-practice,Research and Theory for Nursing Practice,research and theory for nursing practice,Research and Theory for Nursing Practice,Springer Publishing Company,,false,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Research%20and%20Theory%20for%20Nursing%20Practice&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
research-in-community-and-public-health-nursing,Research in Community and Public Health Nursing,research in community and public health nursing,Research in Community and Public Health Nursing,Korean Academy of Community Health Nursing,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Research%20in%20Community%20and%20Public%20Health%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
research-in-gerontological-nursing,Research in Gerontological Nursing,research in gerontological nursing,Research in Gerontological Nursing,SLACK Incorporated,,false,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Research%20in%20Gerontological%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
research-in-nursing-and-health,Research in Nursing and Health,research in nursing and health,Research in Nursing and Health,Wiley,SCIE; SSCI,true,true,Nivå 2,2,Q-T,true,,,,,unresolved,,/sources?search=Research%20in%20Nursing%20and%20Health&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
rev-rene,Rev Rene,rev rene,Rev Rene,Universidade Federal do Ceará,ESCI,true,false,,0,Q-T,true,,,,,unresolved,,/sources?search=Rev%20Rene&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-baiana-de-enfermagem,Revista Baiana de Enfermagem,revista baiana de enfermagem,Revista Baiana de Enfermagem,Universidade Federal da Bahia,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Revista%20Baiana%20de%20Enfermagem&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-brasileira-de-enfermagem,Revista Brasileira de Enfermagem,revista brasileira de enfermagem,Revista Brasileira de Enfermagem,Associação Brasileira de Enfermagem,ESCI,true,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Revista%20Brasileira%20de%20Enfermagem&filter=type:journal&per-page=5,"Deduplicated with A-C alias Brazilian Journal of Nursing, Revista Brasileira de Enfermagem.",https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-cientifica-de-la-sociedad-espanola-de-enfermeria-neurologica,Revista Científica de la Sociedad Española de Enfermería Neurológica,revista cientifica de la sociedad espanola de enfermeria neurologica,Revista Científica de la Sociedad Española de Enfermería Neurológica,Elsevier España,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Revista%20Cient%C3%ADfica%20de%20la%20Sociedad%20Espa%C3%B1ola%20de%20Enfermer%C3%ADa%20Neurol%C3%B3gica&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-cientifica-pensar-enfermagem,Revista Científica Pensar Enfermagem,revista cientifica pensar enfermagem,Revista Científica Pensar Enfermagem,"Nursing Research, Innovation and Development Centre of Lisbon, CIDNUR",,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Revista%20Cient%C3%ADfica%20Pensar%20Enfermagem&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-cubana-de-enfermeria,Revista Cubana de Enfermería,revista cubana de enfermeria,Revista Cubana de Enfermería,Editorial Ciencias Médicas,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Revista%20Cubana%20de%20Enfermer%C3%ADa&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-cuidarte,Revista Cuidarte,revista cuidarte,Revista Cuidarte,Universidad de Santander,ESCI,true,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Revista%20Cuidarte&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-da-escola-de-enfermagem-da-usp,Revista da Escola de Enfermagem da USP,revista da escola de enfermagem da usp,Revista da Escola de Enfermagem da USP,"Universidade de São Paulo, Escola de Enfermagem",SCIE; SSCI,true,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Revista%20da%20Escola%20de%20Enfermagem%20da%20USP&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-de-enfermagem-referencia,Revista de Enfermagem Referência,revista de enfermagem referencia,Revista de Enfermagem Referência,Escola Superior de Enfermagem de Coimbra,,false,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Revista%20de%20Enfermagem%20Refer%C3%AAncia&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-de-pesquisa-cuidado-e-fundamental-online,"Revista de Pesquisa, Cuidado é Fundamental Online",revista de pesquisa cuidado e fundamental online,"Revista de Pesquisa, Cuidado é Fundamental Online | Revista de Pesquisa | Cuidado é Fundamental Online",Universidade Federal do Estado do Rio de Janeiro,ESCI,true,false,,0,Q-T,true,,,,,unresolved,,/sources?search=Revista%20de%20Pesquisa%2C%20Cuidado%20%C3%A9%20Fundamental%20Online&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-enfermagem-uerj,Revista Enfermagem UERJ,revista enfermagem uerj,Revista Enfermagem UERJ,"Universidade do Estado do Rio de Janeiro, Faculdade de Enfermagem",,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Revista%20Enfermagem%20UERJ&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-gaucha-de-enfermagem,Revista Gaúcha de Enfermagem,revista gaucha de enfermagem,Revista Gaúcha de Enfermagem,"Universidade Federal do Rio Grande do Sul, Escola de Enfermagem",,false,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Revista%20Ga%C3%BAcha%20de%20Enfermagem&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-latino-americana-de-enfermagem,Revista Latino-Americana de Enfermagem,revista latino americana de enfermagem,Revista Latino-Americana de Enfermagem,"Universidade de São Paulo, Escola de Enfermagem de Ribeirão Preto",SCIE; SSCI,true,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Revista%20Latino-Americana%20de%20Enfermagem&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-mexicana-de-enfermeria-cardiologica,Revista Mexicana de Enfermería Cardiológica,revista mexicana de enfermeria cardiologica,Revista Mexicana de Enfermería Cardiológica,Sociedad Mexicana de Cardiología,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Revista%20Mexicana%20de%20Enfermer%C3%ADa%20Cardiol%C3%B3gica&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revista-portuguesa-de-enfermagem-de-reabilitacao,Revista Portuguesa de Enfermagem de Reabilitação,revista portuguesa de enfermagem de reabilitacao,Revista Portuguesa de Enfermagem de Reabilitação,Associação Portuguesa dos Enfermeiros de Reabilitação,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Revista%20Portuguesa%20de%20Enfermagem%20de%20Reabilita%C3%A7%C3%A3o&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
revue-de-l-infirmiere,Revue de l’Infirmière,revue de l infirmiere,Revue de l’Infirmière,Elsevier Masson,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Revue%20de%20l%E2%80%99Infirmi%C3%A8re&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
sage-open-nursing,SAGE Open Nursing,sage open nursing,SAGE Open Nursing,SAGE,ESCI,true,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=SAGE%20Open%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
sages-femmes,Sages-Femmes,sages femmes,Sages-Femmes,Elsevier Masson,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Sages-Femmes&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
scandinavian-journal-of-caring-sciences,Scandinavian Journal of Caring Sciences,scandinavian journal of caring sciences,Scandinavian Journal of Caring Sciences,Wiley,SSCI,true,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Scandinavian%20Journal%20of%20Caring%20Sciences&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
seminars-in-oncology-nursing,Seminars in Oncology Nursing,seminars in oncology nursing,Seminars in Oncology Nursing,Elsevier,,false,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Seminars%20in%20Oncology%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
sexual-and-reproductive-healthcare,Sexual & Reproductive Healthcare,sexual and reproductive healthcare,Sexual & Reproductive Healthcare,Elsevier,SSCI,true,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Sexual%20%26%20Reproductive%20Healthcare&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
soins-aides-soignantes,Soins Aides-Soignantes,soins aides soignantes,Soins Aides-Soignantes,Elsevier Masson,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Soins%20Aides-Soignantes&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
soins-gerontologie,Soins Gérontologie,soins gerontologie,Soins Gérontologie,Elsevier Masson,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Soins%20G%C3%A9rontologie&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
soins-pediatrie-puericulture,Soins Pédiatrie/Puériculture,soins pediatrie puericulture,Soins Pédiatrie/Puériculture,Elsevier Masson,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Soins%20P%C3%A9diatrie/Pu%C3%A9riculture&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
soins-psychiatrie,Soins Psychiatrie,soins psychiatrie,Soins Psychiatrie,Elsevier Masson,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Soins%20Psychiatrie&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
soins-la-revue-de-reference-infirmiere,"Soins, La Revue de Référence Infirmière",soins la revue de reference infirmiere,"Soins, La Revue de Référence Infirmière | Soins | La Revue de Référence Infirmière",Elsevier Masson,,false,true,,0,Q-T,true,,,,,unresolved,,/sources?search=Soins%2C%20La%20Revue%20de%20R%C3%A9f%C3%A9rence%20Infirmi%C3%A8re&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
supportive-care-in-cancer,Supportive Care in Cancer,supportive care in cancer,Supportive Care in Cancer,Springer Nature,SCIE,true,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Supportive%20Care%20in%20Cancer&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
sykepleien-forskning,Sykepleien Forskning,sykepleien forskning,Sykepleien Forskning,Norsk Sykepleierforbund,,false,false,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Sykepleien%20Forskning&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
teaching-and-learning-in-nursing,Teaching and Learning in Nursing,teaching and learning in nursing,Teaching and Learning in Nursing,Elsevier,ESCI,true,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Teaching%20and%20Learning%20in%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
texto-and-contexto-enfermagem,Texto & Contexto Enfermagem,texto and contexto enfermagem,Texto & Contexto Enfermagem,Universidade Federal de Santa Catarina,,false,true,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Texto%20%26%20Contexto%20Enfermagem&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
tidsskrift-for-omsorgsforskning,Tidsskrift for omsorgsforskning,tidsskrift for omsorgsforskning,Tidsskrift for omsorgsforskning,Scandinavian University Press / Universitetsforlaget,,false,false,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Tidsskrift%20for%20omsorgsforskning&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
tidsskrift-for-psykisk-helsearbeid,Tidsskrift for psykisk helsearbeid,tidsskrift for psykisk helsearbeid,Tidsskrift for psykisk helsearbeid,Scandinavian University Press / Universitetsforlaget,,false,false,Nivå 1,1,Q-T,true,,,,,unresolved,,/sources?search=Tidsskrift%20for%20psykisk%20helsearbeid&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
urologic-nursing,Urologic Nursing,urologic nursing,Urologic Nursing,Society of Urologic Nurses and Associates / Anthony J. Jannetti,,false,true,,0,U-Ö,true,,,,,unresolved,,/sources?search=Urologic%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
western-journal-of-nursing-research,Western Journal of Nursing Research,western journal of nursing research,Western Journal of Nursing Research,SAGE,SCIE; SSCI,true,true,Nivå 1,1,U-Ö,true,,,,,unresolved,,/sources?search=Western%20Journal%20of%20Nursing%20Research&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
women-and-birth,Women and Birth,women and birth,Women and Birth,Elsevier / Australian College of Midwives,SCIE; SSCI,true,true,Nivå 1,1,U-Ö,true,,,,,unresolved,,/sources?search=Women%20and%20Birth&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
women-s-health-nursing,Women’s Health Nursing,women s health nursing,Women’s Health Nursing,Korean Society of Women Health Nursing,,false,true,,0,U-Ö,true,,,,,unresolved,,/sources?search=Women%E2%80%99s%20Health%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
working-with-older-people,Working with Older People,working with older people,Working with Older People,Emerald Publishing,,false,true,Nivå 1,1,U-Ö,true,,,,,unresolved,,/sources?search=Working%20with%20Older%20People&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
workplace-health-and-safety,Workplace Health & Safety,workplace health and safety,Workplace Health & Safety,SAGE / American Association of Occupational Health Nurses,SCIE; SSCI,true,true,Nivå 1,1,U-Ö,true,,,,,unresolved,,/sources?search=Workplace%20Health%20%26%20Safety&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
worldviews-on-evidence-based-nursing,Worldviews on Evidence-Based Nursing,worldviews on evidence based nursing,Worldviews on Evidence-Based Nursing,Wiley / Sigma Theta Tau International Honor Society of Nursing,SCIE; SSCI,true,true,Nivå 1,1,U-Ö,true,,,,,unresolved,,/sources?search=Worldviews%20on%20Evidence-Based%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
wound-management-and-prevention,Wound Management & Prevention,wound management and prevention,Wound Management & Prevention,HMP Global,,false,true,Nivå 1,1,U-Ö,true,,,,,unresolved,,/sources?search=Wound%20Management%20%26%20Prevention&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
wound-practice-and-research,Wound Practice and Research,wound practice and research,Wound Practice and Research,Cambridge Media / Wounds Australia,ESCI,true,true,,0,U-Ö,true,,,,,unresolved,,/sources?search=Wound%20Practice%20and%20Research&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
wounds-a-compendium-of-clinical-research-and-practice,Wounds: A Compendium of Clinical Research and Practice,wounds a compendium of clinical research and practice,Wounds: A Compendium of Clinical Research and Practice | Wounds,HMP Global,SCIE,true,true,,0,U-Ö,true,,,,,unresolved,,/sources?search=Wounds%3A%20A%20Compendium%20of%20Clinical%20Research%20and%20Practice&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
